//Generated by Sequoia v.0.1

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
C14,CleanSystem,ExecuteScript,TRUE,,10,,./,Purge.sh,

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
293,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_REC_CAPTURE
4R7,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ENT_COMP
QSL,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ISS_PAY_REMIND_SECU
G7P,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ISS_PAY_RECEIPT_SECU
NA7,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_INV_PAY_DIST_SECU

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#Instr
Static,InitStatic,SetStatic,TRUE,,0,,INSTR_015

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#SecurityAccountID,#InstrumentID,#BalanceType,#BalanceSubType,#Balance,#ValuationPrice,#Category,#Currency,#Reference
VENT0_850,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_850.SecurityAccountID},0,,,SGD,@{CRT_SEC_850.InstrumentID},@{CRT_SEC_850.Balance},@{CRT_SEC_850.Balance},,,,,,,,,,0,0,,,0,1
VENT0_851,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_851.SecurityAccountID},0,,,SGD,@{CRT_SEC_851.InstrumentID},@{CRT_SEC_851.Balance},@{CRT_SEC_851.Balance},,,,,,,,,,0,0,,,0,1
VENT0_852,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_852.SecurityAccountID},0,,,SGD,@{CRT_SEC_852.InstrumentID},@{CRT_SEC_852.Balance},@{CRT_SEC_852.Balance},,,,,,,,,,0,0,,,0,1
VENT0_853,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_853.SecurityAccountID},0,,,SGD,@{CRT_SEC_853.InstrumentID},@{CRT_SEC_853.Balance},@{CRT_SEC_853.Balance},,,,,,,,,,0,0,,,0,1
VENT0_854,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_854.SecurityAccountID},0,,,SGD,@{CRT_SEC_854.InstrumentID},@{CRT_SEC_854.Balance},@{CRT_SEC_854.Balance},,,,,,,,,,0,0,,,0,1
VENT0_855,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_855.SecurityAccountID},0,,,SGD,@{CRT_SEC_855.InstrumentID},@{CRT_SEC_855.Balance},@{CRT_SEC_855.Balance},,,,,,,,,,0,0,,,0,1
VENT0_856,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_856.SecurityAccountID},0,,,SGD,@{CRT_SEC_856.InstrumentID},@{CRT_SEC_856.Balance},@{CRT_SEC_856.Balance},,,,,,,,,,0,0,,,0,1
VENT0_857,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_857.SecurityAccountID},0,,,SGD,@{CRT_SEC_857.InstrumentID},@{CRT_SEC_857.Balance},@{CRT_SEC_857.Balance},,,,,,,,,,0,0,,,0,1
VENT0_858,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_858.SecurityAccountID},0,,,SGD,@{CRT_SEC_858.InstrumentID},@{CRT_SEC_858.Balance},@{CRT_SEC_858.Balance},,,,,,,,,,0,0,,,0,1
VENT0_859,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_859.SecurityAccountID},0,,,SGD,@{CRT_SEC_859.InstrumentID},@{CRT_SEC_859.Balance},@{CRT_SEC_859.Balance},,,,,,,,,,0,0,,,0,1
VENT0_860,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_860.SecurityAccountID},0,,,SGD,@{CRT_SEC_860.InstrumentID},@{CRT_SEC_860.Balance},@{CRT_SEC_860.Balance},,,,,,,,,,0,0,,,0,1
VENT0_861,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_861.SecurityAccountID},0,,,SGD,@{CRT_SEC_861.InstrumentID},@{CRT_SEC_861.Balance},@{CRT_SEC_861.Balance},,,,,,,,,,0,0,,,0,1
VENT0_862,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_862.SecurityAccountID},0,,,SGD,@{CRT_SEC_862.InstrumentID},@{CRT_SEC_862.Balance},@{CRT_SEC_862.Balance},,,,,,,,,,0,0,,,0,1
VENT0_863,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_863.SecurityAccountID},0,,,SGD,@{CRT_SEC_863.InstrumentID},@{CRT_SEC_863.Balance},@{CRT_SEC_863.Balance},,,,,,,,,,0,0,,,0,1
VENT0_864,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_864.SecurityAccountID},0,,,SGD,@{CRT_SEC_864.InstrumentID},@{CRT_SEC_864.Balance},@{CRT_SEC_864.Balance},,,,,,,,,,0,0,,,0,1
VENT0_865,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_865.SecurityAccountID},0,,,SGD,@{CRT_SEC_865.InstrumentID},@{CRT_SEC_865.Balance},@{CRT_SEC_865.Balance},,,,,,,,,,0,0,,,0,1
VENT0_866,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_866.SecurityAccountID},0,,,SGD,@{CRT_SEC_866.InstrumentID},@{CRT_SEC_866.Balance},@{CRT_SEC_866.Balance},,,,,,,,,,0,0,,,0,1
VENT0_867,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_867.SecurityAccountID},0,,,SGD,@{CRT_SEC_867.InstrumentID},@{CRT_SEC_867.Balance},@{CRT_SEC_867.Balance},,,,,,,,,,0,0,,,0,1
VENT0_868,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_868.SecurityAccountID},0,,,SGD,@{CRT_SEC_868.InstrumentID},@{CRT_SEC_868.Balance},@{CRT_SEC_868.Balance},,,,,,,,,,0,0,,,0,1
VENT0_869,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_869.SecurityAccountID},0,,,SGD,@{CRT_SEC_869.InstrumentID},@{CRT_SEC_869.Balance},@{CRT_SEC_869.Balance},,,,,,,,,,0,0,,,0,1
VENT0_870,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_870.SecurityAccountID},0,,,SGD,@{CRT_SEC_870.InstrumentID},@{CRT_SEC_870.Balance},@{CRT_SEC_870.Balance},,,,,,,,,,0,0,,,0,1
VENT0_871,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_871.SecurityAccountID},0,,,SGD,@{CRT_SEC_871.InstrumentID},@{CRT_SEC_871.Balance},@{CRT_SEC_871.Balance},,,,,,,,,,0,0,,,0,1
VENT0_872,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_872.SecurityAccountID},0,,,SGD,@{CRT_SEC_872.InstrumentID},@{CRT_SEC_872.Balance},@{CRT_SEC_872.Balance},,,,,,,,,,0,0,,,0,1
VENT0_873,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_873.SecurityAccountID},0,,,SGD,@{CRT_SEC_873.InstrumentID},@{CRT_SEC_873.Balance},@{CRT_SEC_873.Balance},,,,,,,,,,0,0,,,0,1
VENT0_874,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_874.SecurityAccountID},0,,,SGD,@{CRT_SEC_874.InstrumentID},@{CRT_SEC_874.Balance},@{CRT_SEC_874.Balance},,,,,,,,,,0,0,,,0,1
VENT0_875,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_875.SecurityAccountID},0,,,SGD,@{CRT_SEC_875.InstrumentID},@{CRT_SEC_875.Balance},@{CRT_SEC_875.Balance},,,,,,,,,,0,0,,,0,1
VENT0_876,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_876.SecurityAccountID},0,,,SGD,@{CRT_SEC_876.InstrumentID},@{CRT_SEC_876.Balance},@{CRT_SEC_876.Balance},,,,,,,,,,0,0,,,0,1
VENT0_877,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_877.SecurityAccountID},0,,,SGD,@{CRT_SEC_877.InstrumentID},@{CRT_SEC_877.Balance},@{CRT_SEC_877.Balance},,,,,,,,,,0,0,,,0,1
VENT0_878,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_878.SecurityAccountID},0,,,SGD,@{CRT_SEC_878.InstrumentID},@{CRT_SEC_878.Balance},@{CRT_SEC_878.Balance},,,,,,,,,,0,0,,,0,1
VENT0_879,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_879.SecurityAccountID},0,,,SGD,@{CRT_SEC_879.InstrumentID},@{CRT_SEC_879.Balance},@{CRT_SEC_879.Balance},,,,,,,,,,0,0,,,0,1
VENT0_880,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_880.SecurityAccountID},0,,,SGD,@{CRT_SEC_880.InstrumentID},@{CRT_SEC_880.Balance},@{CRT_SEC_880.Balance},,,,,,,,,,0,0,,,0,1
VENT0_881,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_881.SecurityAccountID},0,,,SGD,@{CRT_SEC_881.InstrumentID},@{CRT_SEC_881.Balance},@{CRT_SEC_881.Balance},,,,,,,,,,0,0,,,0,1
VENT0_882,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_882.SecurityAccountID},0,,,SGD,@{CRT_SEC_882.InstrumentID},@{CRT_SEC_882.Balance},@{CRT_SEC_882.Balance},,,,,,,,,,0,0,,,0,1
VENT0_883,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_883.SecurityAccountID},0,,,SGD,@{CRT_SEC_883.InstrumentID},@{CRT_SEC_883.Balance},@{CRT_SEC_883.Balance},,,,,,,,,,0,0,,,0,1
VENT0_884,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_884.SecurityAccountID},0,,,SGD,@{CRT_SEC_884.InstrumentID},@{CRT_SEC_884.Balance},@{CRT_SEC_884.Balance},,,,,,,,,,0,0,,,0,1
VENT0_885,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_885.SecurityAccountID},0,,,SGD,@{CRT_SEC_885.InstrumentID},@{CRT_SEC_885.Balance},@{CRT_SEC_885.Balance},,,,,,,,,,0,0,,,0,1
VENT0_886,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_886.SecurityAccountID},0,,,SGD,@{CRT_SEC_886.InstrumentID},@{CRT_SEC_886.Balance},@{CRT_SEC_886.Balance},,,,,,,,,,0,0,,,0,1
VENT0_887,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_887.SecurityAccountID},0,,,SGD,@{CRT_SEC_887.InstrumentID},@{CRT_SEC_887.Balance},@{CRT_SEC_887.Balance},,,,,,,,,,0,0,,,0,1
VENT0_888,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_888.SecurityAccountID},0,,,SGD,@{CRT_SEC_888.InstrumentID},@{CRT_SEC_888.Balance},@{CRT_SEC_888.Balance},,,,,,,,,,0,0,,,0,1
VENT0_889,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_889.SecurityAccountID},0,,,SGD,@{CRT_SEC_889.InstrumentID},@{CRT_SEC_889.Balance},@{CRT_SEC_889.Balance},,,,,,,,,,0,0,,,0,1
VENT0_890,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_890.SecurityAccountID},0,,,SGD,@{CRT_SEC_890.InstrumentID},@{CRT_SEC_890.Balance},@{CRT_SEC_890.Balance},,,,,,,,,,0,0,,,0,1
VENT0_891,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_891.SecurityAccountID},0,,,SGD,@{CRT_SEC_891.InstrumentID},@{CRT_SEC_891.Balance},@{CRT_SEC_891.Balance},,,,,,,,,,0,0,,,0,1
VENT0_892,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_892.SecurityAccountID},0,,,SGD,@{CRT_SEC_892.InstrumentID},@{CRT_SEC_892.Balance},@{CRT_SEC_892.Balance},,,,,,,,,,0,0,,,0,1
VENT0_893,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_893.SecurityAccountID},0,,,SGD,@{CRT_SEC_893.InstrumentID},@{CRT_SEC_893.Balance},@{CRT_SEC_893.Balance},,,,,,,,,,0,0,,,0,1
VENT0_894,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_894.SecurityAccountID},0,,,SGD,@{CRT_SEC_894.InstrumentID},@{CRT_SEC_894.Balance},@{CRT_SEC_894.Balance},,,,,,,,,,0,0,,,0,1
VENT0_895,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_895.SecurityAccountID},0,,,SGD,@{CRT_SEC_895.InstrumentID},@{CRT_SEC_895.Balance},@{CRT_SEC_895.Balance},,,,,,,,,,0,0,,,0,1
VENT0_896,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_896.SecurityAccountID},0,,,SGD,@{CRT_SEC_896.InstrumentID},@{CRT_SEC_896.Balance},@{CRT_SEC_896.Balance},,,,,,,,,,0,0,,,0,1
VENT0_897,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_897.SecurityAccountID},0,,,SGD,@{CRT_SEC_897.InstrumentID},@{CRT_SEC_897.Balance},@{CRT_SEC_897.Balance},,,,,,,,,,0,0,,,0,1
VENT0_898,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_898.SecurityAccountID},0,,,SGD,@{CRT_SEC_898.InstrumentID},@{CRT_SEC_898.Balance},@{CRT_SEC_898.Balance},,,,,,,,,,0,0,,,0,1
VENT0_899,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_899.SecurityAccountID},0,,,SGD,@{CRT_SEC_899.InstrumentID},@{CRT_SEC_899.Balance},@{CRT_SEC_899.Balance},,,,,,,,,,0,0,,,0,1
VENT0_900,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_900.SecurityAccountID},0,,,SGD,@{CRT_SEC_900.InstrumentID},@{CRT_SEC_900.Balance},@{CRT_SEC_900.Balance},,,,,,,,,,0,0,,,0,1
VENT0_901,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_901.SecurityAccountID},0,,,SGD,@{CRT_SEC_901.InstrumentID},@{CRT_SEC_901.Balance},@{CRT_SEC_901.Balance},,,,,,,,,,0,0,,,0,1
VENT0_902,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_902.SecurityAccountID},0,,,SGD,@{CRT_SEC_902.InstrumentID},@{CRT_SEC_902.Balance},@{CRT_SEC_902.Balance},,,,,,,,,,0,0,,,0,1
VENT0_903,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_903.SecurityAccountID},0,,,SGD,@{CRT_SEC_903.InstrumentID},@{CRT_SEC_903.Balance},@{CRT_SEC_903.Balance},,,,,,,,,,0,0,,,0,1
VENT0_904,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_904.SecurityAccountID},0,,,SGD,@{CRT_SEC_904.InstrumentID},@{CRT_SEC_904.Balance},@{CRT_SEC_904.Balance},,,,,,,,,,0,0,,,0,1
VENT0_905,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_905.SecurityAccountID},0,,,SGD,@{CRT_SEC_905.InstrumentID},@{CRT_SEC_905.Balance},@{CRT_SEC_905.Balance},,,,,,,,,,0,0,,,0,1
VENT0_906,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_906.SecurityAccountID},0,,,SGD,@{CRT_SEC_906.InstrumentID},@{CRT_SEC_906.Balance},@{CRT_SEC_906.Balance},,,,,,,,,,0,0,,,0,1
VENT0_907,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_907.SecurityAccountID},0,,,SGD,@{CRT_SEC_907.InstrumentID},@{CRT_SEC_907.Balance},@{CRT_SEC_907.Balance},,,,,,,,,,0,0,,,0,1
VENT0_908,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_908.SecurityAccountID},0,,,SGD,@{CRT_SEC_908.InstrumentID},@{CRT_SEC_908.Balance},@{CRT_SEC_908.Balance},,,,,,,,,,0,0,,,0,1
VENT0_909,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_909.SecurityAccountID},0,,,SGD,@{CRT_SEC_909.InstrumentID},@{CRT_SEC_909.Balance},@{CRT_SEC_909.Balance},,,,,,,,,,0,0,,,0,1
VENT0_910,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_910.SecurityAccountID},0,,,SGD,@{CRT_SEC_910.InstrumentID},@{CRT_SEC_910.Balance},@{CRT_SEC_910.Balance},,,,,,,,,,0,0,,,0,1
VENT0_911,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_911.SecurityAccountID},0,,,SGD,@{CRT_SEC_911.InstrumentID},@{CRT_SEC_911.Balance},@{CRT_SEC_911.Balance},,,,,,,,,,0,0,,,0,1
VENT0_912,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_912.SecurityAccountID},0,,,SGD,@{CRT_SEC_912.InstrumentID},@{CRT_SEC_912.Balance},@{CRT_SEC_912.Balance},,,,,,,,,,0,0,,,0,1
VENT0_913,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_913.SecurityAccountID},0,,,SGD,@{CRT_SEC_913.InstrumentID},@{CRT_SEC_913.Balance},@{CRT_SEC_913.Balance},,,,,,,,,,0,0,,,0,1
VENT0_914,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_914.SecurityAccountID},0,,,SGD,@{CRT_SEC_914.InstrumentID},@{CRT_SEC_914.Balance},@{CRT_SEC_914.Balance},,,,,,,,,,0,0,,,0,1
VENT0_915,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_915.SecurityAccountID},0,,,SGD,@{CRT_SEC_915.InstrumentID},@{CRT_SEC_915.Balance},@{CRT_SEC_915.Balance},,,,,,,,,,0,0,,,0,1
VENT0_916,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_916.SecurityAccountID},0,,,SGD,@{CRT_SEC_916.InstrumentID},@{CRT_SEC_916.Balance},@{CRT_SEC_916.Balance},,,,,,,,,,0,0,,,0,1
VENT0_917,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_917.SecurityAccountID},0,,,SGD,@{CRT_SEC_917.InstrumentID},@{CRT_SEC_917.Balance},@{CRT_SEC_917.Balance},,,,,,,,,,0,0,,,0,1
VENT0_918,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_918.SecurityAccountID},0,,,SGD,@{CRT_SEC_918.InstrumentID},@{CRT_SEC_918.Balance},@{CRT_SEC_918.Balance},,,,,,,,,,0,0,,,0,1
VENT0_919,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_919.SecurityAccountID},0,,,SGD,@{CRT_SEC_919.InstrumentID},@{CRT_SEC_919.Balance},@{CRT_SEC_919.Balance},,,,,,,,,,0,0,,,0,1
